Date,Open,High,Low,Close,Volume,Adj Close
2013-11-25,131.80,131.87,130.94,131.23,2496300,131.23
2013-11-22,130.36,132.55,129.82,131.02,1644800,131.02
2013-11-21,129.69,130.41,129.59,130.35,1576100,130.35
2013-11-20,129.50,130.30,128.55,129.18,2691800,129.18
2013-11-19,130.02,130.78,129.92,130.05,2532500,129.42
2013-11-18,129.91,130.50,129.78,130.13,2148200,129.49
2013-11-15,129.15,130.00,128.98,129.85,2360400,129.22
2013-11-14,128.97,130.12,128.80,129.79,2569800,129.16
2013-11-13,127.86,128.66,127.43,128.59,2426300,127.96
2013-11-12,128.15,128.59,127.55,128.36,2428600,127.73
2013-11-11,127.54,128.17,127.25,127.95,1751500,127.33
2013-11-08,126.03,128.02,126.03,127.99,2234300,127.37
2013-11-07,127.15,127.88,126.23,126.41,3188900,125.79
2013-11-06,126.46,127.32,126.23,127.13,1910300,126.51
2013-11-05,125.75,126.46,124.86,126.12,1757900,125.50
2013-11-04,125.98,126.49,125.56,126.32,1741500,125.70
2013-11-01,126.76,126.93,125.12,125.90,1676600,125.29
2013-10-31,124.97,126.38,124.95,125.85,2327200,125.24
2013-10-30,125.57,125.98,124.76,124.79,2107700,124.18
2013-10-29,125.08,125.48,124.62,125.28,1986700,124.67
2013-10-28,124.13,125.32,123.80,124.92,2358400,124.31
2013-10-25,123.05,124.46,122.87,124.42,2054300,123.81
2013-10-24,122.96,124.96,122.70,123.49,3851100,122.89
2013-10-23,123.43,123.73,122.50,123.20,2337500,122.60
2013-10-22,123.36,124.32,123.28,123.80,2053500,123.20
2013-10-21,122.79,123.31,122.68,123.25,1762200,122.65
2013-10-18,122.87,123.45,122.40,122.84,2590500,122.24
2013-10-17,120.74,122.87,120.71,122.62,2791700,122.02
2013-10-16,120.86,120.94,120.14,120.94,2646400,120.35
2013-10-15,121.28,121.38,119.79,119.82,2720500,119.23
2013-10-14,120.26,121.70,120.00,121.40,1866800,120.81
2013-10-11,119.16,120.77,118.39,120.72,2492700,120.13
2013-10-10,118.60,119.34,118.32,119.34,2688800,118.76
2013-10-09,117.27,117.96,116.65,117.57,2499200,117.00
2013-10-08,118.72,119.22,117.10,117.16,2869000,116.59
2013-10-07,118.56,119.27,118.28,118.69,1931200,118.11
2013-10-04,118.37,119.71,118.13,119.40,1983700,118.82
2013-10-03,118.71,119.11,117.89,118.55,2525800,117.97
2013-10-02,119.13,119.59,118.44,119.20,2056500,118.62
2013-10-01,119.69,119.82,118.80,119.62,1854800,119.04
2013-09-30,119.39,119.96,118.67,119.41,2104700,118.83
2013-09-27,119.97,120.30,119.26,120.22,2028100,119.63
2013-09-26,120.60,121.00,119.92,120.66,2240900,120.07
2013-09-25,120.89,121.21,120.17,120.20,2173400,119.61
2013-09-24,121.24,121.87,120.69,120.80,3585100,120.21
2013-09-23,120.43,121.47,120.37,121.11,3468500,120.52
2013-09-20,121.50,121.93,120.01,120.01,6999000,119.42
2013-09-19,121.15,122.27,121.15,121.57,2912400,120.98
2013-09-18,120.25,121.51,119.87,121.29,3307700,120.70
2013-09-17,119.07,120.19,118.65,119.93,2436000,119.34
2013-09-16,119.79,120.00,119.06,119.23,2756300,118.65
2013-09-13,118.49,118.85,118.32,118.60,1973300,118.02
2013-09-12,118.80,118.91,118.00,118.20,2399700,117.62
2013-09-11,117.63,118.71,117.59,118.71,1889000,118.13
2013-09-10,117.31,117.87,117.07,117.59,2572800,117.02
2013-09-09,115.63,117.14,115.51,116.74,1976800,116.17
2013-09-06,115.09,115.82,113.89,115.04,1965600,114.48
2013-09-05,114.35,115.12,114.03,114.87,1947900,114.31
2013-09-04,113.08,114.86,113.08,114.55,2312200,113.99
2013-09-03,114.57,114.92,112.85,113.22,2168100,112.67
2013-08-30,113.61,113.74,112.85,113.58,2205600,113.03
2013-08-29,112.87,113.83,112.58,113.32,1457200,112.77
2013-08-28,112.51,113.42,112.36,113.00,1545800,112.45
2013-08-27,113.41,113.82,112.67,112.73,1907500,112.18
2013-08-26,114.38,115.17,114.04,114.33,1815700,113.77
2013-08-23,114.76,115.00,113.59,114.40,1953300,113.84
2013-08-22,113.61,114.89,113.34,114.67,2002000,114.11
2013-08-21,114.79,114.84,113.34,113.42,2293700,112.87
2013-08-20,115.52,115.89,115.19,115.42,2153600,114.22
2013-08-19,115.83,115.96,115.47,115.61,1829300,114.41
2013-08-16,115.68,116.21,115.64,115.90,2332800,114.70
2013-08-15,116.92,116.92,115.64,115.85,1994900,114.65
2013-08-14,118.90,118.91,117.57,117.62,2021400,116.40
2013-08-13,118.52,119.18,117.19,118.67,2023300,117.44
2013-08-12,118.00,118.76,117.72,118.38,1647400,117.15
2013-08-09,118.73,119.20,117.70,118.31,2460100,117.08
2013-08-08,118.27,119.00,117.64,118.68,2380600,117.45
2013-08-07,117.30,117.95,117.04,117.83,1934000,116.61
2013-08-06,117.82,117.95,117.14,117.50,1841100,116.28
2013-08-05,118.17,118.25,117.81,117.92,1351800,116.70
2013-08-02,117.98,118.35,117.47,118.26,1899300,117.04
2013-08-01,118.38,119.26,118.27,118.41,2997000,117.18
2013-07-31,117.13,118.60,117.01,117.43,2694000,116.21
2013-07-30,116.90,117.12,116.33,116.84,2285200,115.63
2013-07-29,116.41,116.81,116.06,116.61,1460400,115.40
2013-07-26,116.17,116.93,115.34,116.91,2332200,115.70
2013-07-25,115.30,116.90,114.84,116.55,3346700,115.34
2013-07-24,117.07,117.09,116.06,116.33,1808800,115.13
2013-07-23,116.44,117.30,116.01,116.75,2254400,115.54
2013-07-22,116.00,116.82,115.66,116.28,2823500,115.08
2013-07-19,115.34,116.47,115.34,116.19,3093900,114.99
2013-07-18,114.61,115.75,114.57,115.48,2945800,114.28
2013-07-17,114.97,115.27,114.31,114.64,2096600,113.45
2013-07-16,114.99,115.44,114.06,114.34,2458400,113.16
2013-07-15,115.14,115.49,114.75,114.85,2064400,113.66
2013-07-12,114.57,115.24,114.27,115.14,2291700,113.95
2013-07-11,114.36,114.75,114.17,114.53,2387500,113.34
2013-07-10,113.38,113.88,112.91,113.43,2307500,112.26
2013-07-09,113.09,113.52,112.79,113.35,2196200,112.18
2013-07-08,112.00,112.78,111.90,112.13,2571600,110.97
2013-07-05,110.37,111.56,109.87,111.54,2064500,110.38
2013-07-03,108.28,109.90,108.21,109.45,1358800,108.32
2013-07-02,109.05,109.75,108.33,108.73,3008800,107.60
2013-07-01,108.37,110.36,108.36,109.31,2668800,108.18
2013-06-28,109.86,110.47,109.14,109.35,3428500,108.22
2013-06-27,110.54,110.90,109.97,110.24,2229600,109.10
2013-06-26,109.07,109.98,108.73,109.68,2524400,108.54
2013-06-25,108.20,108.75,107.54,108.24,2676700,107.12
2013-06-24,108.78,108.78,107.15,107.50,3602500,106.39
2013-06-21,109.50,110.06,108.74,109.59,4674400,108.45
2013-06-20,110.71,110.76,108.52,108.78,2975600,107.65
2013-06-19,112.96,113.25,111.53,111.57,1971700,110.41
2013-06-18,112.07,113.23,111.90,112.97,1695300,111.80
2013-06-17,111.85,112.87,111.64,111.91,2617800,110.75
2013-06-14,111.30,112.07,110.75,111.03,2016800,109.88
2013-06-13,108.95,111.44,108.58,111.20,2604200,110.05
2013-06-12,110.99,111.06,108.95,109.03,2400700,107.90
2013-06-11,109.90,111.08,109.51,110.22,1752100,109.08
2013-06-10,111.41,111.45,110.54,110.81,2224100,109.66
2013-06-07,109.38,111.12,108.97,111.11,3374900,109.96
2013-06-06,108.46,108.78,107.64,108.67,2680800,107.54
2013-06-05,109.80,109.89,108.39,108.59,2690400,107.47
2013-06-04,110.65,111.20,109.53,110.02,2508500,108.88
2013-06-03,110.70,110.95,109.69,110.61,2647100,109.46
2013-05-31,110.79,112.21,110.27,110.27,3207700,109.13
2013-05-30,111.34,112.00,111.01,111.42,2599200,110.27
2013-05-29,111.04,111.36,110.48,111.13,2113600,109.98
2013-05-28,111.15,112.38,111.04,111.59,2722000,110.43
2013-05-24,109.86,110.49,109.49,110.27,2228400,109.13
2013-05-23,110.06,110.70,109.58,110.41,2568400,109.27
2013-05-22,111.59,112.29,110.57,110.79,3833200,109.64
2013-05-21,112.11,112.34,111.52,112.01,2473300,110.22
2013-05-20,111.13,112.06,110.96,111.72,2457300,109.94
2013-05-17,111.16,111.78,110.94,111.39,4060400,109.61
2013-05-16,111.21,111.70,110.95,111.07,2685900,109.30
2013-05-15,110.40,111.71,110.29,111.50,2912600,109.72
2013-05-14,110.32,110.79,110.27,110.59,2481000,108.82
2013-05-13,109.99,110.72,109.71,110.50,2044400,108.74
2013-05-10,110.08,110.64,109.75,110.48,2993300,108.72
2013-05-09,108.11,110.51,108.11,109.92,4487000,108.16
2013-05-08,108.03,108.29,107.77,108.20,2654400,106.47
2013-05-07,107.61,108.37,107.55,108.01,2235200,106.29
2013-05-06,107.63,107.99,107.45,107.84,2174400,106.12
2013-05-03,106.96,108.60,106.85,107.83,3013100,106.11
2013-05-02,105.04,106.38,104.91,106.04,3119500,104.35
2013-05-01,104.78,105.12,104.42,104.55,3258900,102.88
2013-04-30,103.98,104.74,102.97,104.71,3768800,103.04
2013-04-29,103.91,104.20,102.89,103.83,2903700,102.17
2013-04-26,104.97,105.18,103.46,103.79,3359400,102.13
2013-04-25,104.46,105.64,103.50,104.88,9027000,103.21
2013-04-24,107.61,108.15,107.24,107.87,3238200,106.15
2013-04-23,106.24,107.51,105.86,107.39,3209800,105.68
2013-04-22,105.71,106.10,105.14,105.80,2646800,104.11
2013-04-19,105.31,105.88,104.82,105.71,3323000,104.02
2013-04-18,105.84,105.97,104.28,104.98,3144700,103.30
2013-04-17,105.47,105.80,104.93,105.48,3155300,103.80
2013-04-16,106.69,106.85,105.70,106.15,2636800,104.46
2013-04-15,107.15,107.91,105.74,105.76,3677400,104.07
2013-04-12,107.89,108.27,107.31,107.68,2111400,105.96
2013-04-11,107.86,108.72,107.86,108.25,2137800,106.52
2013-04-10,106.09,107.93,106.03,107.69,3262400,105.97
2013-04-09,106.00,106.69,105.39,105.95,2370600,104.26
2013-04-08,105.86,106.42,105.10,105.75,1947700,104.06
2013-04-05,104.45,105.88,104.35,105.78,2477800,104.09
2013-04-04,105.82,106.22,105.30,105.82,1771200,104.13
2013-04-03,106.60,106.97,105.43,105.68,3278900,103.99
2013-04-02,105.80,106.80,105.79,106.52,2097500,104.82
2013-04-01,106.00,106.17,105.42,105.65,1684300,103.96
2013-03-28,105.67,106.34,105.28,106.31,2276700,104.61
2013-03-27,105.35,105.50,104.97,105.29,2129500,103.61
2013-03-26,105.41,106.22,105.41,106.07,1893500,104.38
2013-03-25,106.53,106.80,104.68,105.17,3739200,103.49
2013-03-22,105.10,106.49,105.10,106.42,2409800,104.72
2013-03-21,105.39,105.46,104.72,104.94,1937300,103.26
2013-03-20,105.91,106.17,105.38,105.66,1799500,103.97
2013-03-19,105.83,105.98,104.64,105.18,3211400,103.50
2013-03-18,105.23,105.96,105.22,105.41,1811400,103.73
2013-03-15,105.90,106.88,105.85,106.40,5148400,104.70
2013-03-14,105.33,106.02,105.26,106.02,2203400,104.33
2013-03-13,105.13,105.57,104.88,105.09,2059600,103.41
2013-03-12,105.82,105.98,104.96,105.13,2226800,103.45
2013-03-11,105.33,105.96,105.33,105.81,1720600,104.12
2013-03-08,105.00,105.81,104.82,105.71,2357200,104.02
2013-03-07,104.80,105.15,104.49,104.54,1875200,102.87
2013-03-06,104.73,105.42,104.47,104.66,3470300,102.99
2013-03-05,103.76,104.81,103.65,104.45,2632200,102.78
2013-03-04,103.51,103.51,102.59,103.28,2566300,101.63
2013-03-01,103.39,103.94,102.72,103.77,2660400,102.11
2013-02-28,103.60,104.56,103.14,104.00,2870100,102.34
2013-02-27,102.10,103.93,101.95,103.57,2353700,101.92
2013-02-26,102.11,102.66,101.91,102.31,2471900,100.68
2013-02-25,103.91,104.04,101.75,101.75,3021900,100.13
2013-02-22,102.99,103.70,102.82,103.54,2158100,101.89
2013-02-21,102.88,103.14,102.39,102.72,2758000,101.08
2013-02-20,104.18,104.40,103.15,103.15,2995400,101.50
2013-02-19,103.42,104.39,103.32,104.18,2988500,102.52
2013-02-15,103.06,103.38,102.62,103.23,2326200,101.58
2013-02-14,102.43,103.14,102.22,102.78,2217500,101.14
2013-02-13,103.03,103.39,102.58,102.86,1699900,101.22
2013-02-12,102.66,103.59,102.63,103.46,1928000,101.18
2013-02-11,102.39,102.88,102.04,102.62,1715500,100.36
2013-02-08,102.34,103.33,102.04,102.66,1937800,100.40
2013-02-07,102.65,102.74,101.46,102.22,2277600,99.97
2013-02-06,101.13,102.99,101.08,102.69,3510600,100.43
2013-02-05,101.31,101.92,101.25,101.49,2833100,99.26
2013-02-04,100.77,101.21,100.58,100.77,1987600,98.55
2013-02-01,101.44,101.99,101.16,101.56,3853600,99.32
2013-01-31,100.69,100.95,100.07,100.55,3763100,98.34
2013-01-30,101.80,101.95,100.69,100.80,2822800,98.58
2013-01-29,100.33,101.87,100.06,101.81,3530700,99.57
2013-01-28,100.98,100.98,100.27,100.65,2964900,98.43
2013-01-25,99.79,100.87,99.58,100.59,4237800,98.38
2013-01-24,99.38,99.82,98.80,99.67,3816300,97.48
2013-01-23,98.97,99.70,98.81,99.49,3579300,97.30
2013-01-22,98.39,99.33,98.10,99.33,3215200,97.14
2013-01-18,98.42,98.80,98.04,98.74,3187900,96.57
2013-01-17,97.79,98.50,97.51,98.08,2803900,95.92
2013-01-16,97.00,97.70,96.92,97.60,2092300,95.45
2013-01-15,96.83,97.40,96.57,97.29,2106400,95.15
2013-01-14,96.40,97.39,96.10,97.08,2592500,94.94
2013-01-11,95.84,96.66,95.21,96.28,2923900,94.16
2013-01-10,96.71,96.99,96.33,96.89,2600600,94.76
2013-01-09,95.87,96.74,95.71,96.41,2359700,94.29
2013-01-08,95.17,95.75,95.10,95.50,2655500,93.40
2013-01-07,95.02,95.73,94.76,95.49,2745800,93.39
2013-01-04,94.79,95.48,94.54,95.37,2704900,93.27
2013-01-03,94.34,94.93,94.13,94.67,2704600,92.59
2013-01-02,94.19,94.79,93.96,94.78,3206700,92.69
2012-12-31,91.55,92.92,91.40,92.85,2580600,90.81
2012-12-28,91.98,92.80,91.61,91.78,1877300,89.76
2012-12-27,93.11,93.17,91.67,92.64,2360900,90.60
2012-12-26,93.35,93.73,92.75,93.07,1542900,91.02
2012-12-24,92.70,93.72,92.69,93.19,953400,91.14
2012-12-21,92.78,93.66,91.94,93.10,5975500,91.05
2012-12-20,93.35,94.14,93.21,94.13,3289800,92.06
2012-12-19,93.92,93.98,92.97,93.02,3254800,90.97
2012-12-18,93.13,94.00,93.00,93.85,2800000,91.78
2012-12-17,92.39,93.11,92.13,93.03,2750700,90.98
2012-12-14,92.00,92.58,92.00,92.28,2709000,90.25
2012-12-13,92.95,93.45,92.16,92.50,2621400,90.46
2012-12-12,93.72,94.00,92.52,93.12,4064900,91.07
2012-12-11,92.65,93.90,92.50,93.68,3821600,91.62
2012-12-10,91.37,92.48,91.35,91.87,2847700,89.85
2012-12-07,91.24,91.67,90.68,91.51,2476400,89.50
2012-12-06,90.80,91.09,90.31,90.95,2027700,88.95
2012-12-05,90.30,91.20,89.60,90.76,2996600,88.76
2012-12-04,90.31,90.69,90.00,90.12,1969800,88.14
2012-12-03,91.41,91.68,90.12,90.30,1929200,88.31
2012-11-30,90.68,91.19,90.49,90.95,2284900,88.95
2012-11-29,91.35,91.97,90.51,90.65,2364000,88.66
2012-11-28,90.10,91.00,89.48,90.93,2426200,88.93
2012-11-27,90.19,90.96,90.12,90.31,2504200,88.32
2012-11-26,89.54,90.25,89.54,90.09,1910200,88.11
2012-11-23,89.29,90.33,89.15,90.28,1101100,88.29
2012-11-21,89.08,89.15,88.66,88.94,2011300,86.98
2012-11-20,89.08,89.68,88.40,89.02,2035100,87.06
2012-11-19,89.25,89.70,88.77,89.57,2688600,87.02
2012-11-16,88.12,89.38,87.75,88.50,5237100,85.98
2012-11-15,86.74,88.29,86.74,88.02,3291600,85.52
2012-11-14,89.17,89.38,87.07,87.31,2882700,84.83
2012-11-13,88.60,90.19,88.36,89.08,2985900,86.55
2012-11-12,88.96,89.67,88.50,89.18,2220100,86.64
2012-11-09,88.60,89.56,88.10,88.81,3176400,86.28
2012-11-08,89.11,89.83,88.46,88.55,3005900,86.03
2012-11-07,90.34,90.34,88.71,89.38,4593100,86.84
2012-11-06,89.95,91.23,89.87,90.86,2806100,88.28
2012-11-05,88.08,89.84,88.08,89.60,2387800,87.05
2012-11-02,89.61,89.97,88.78,88.97,3051900,86.44
2012-11-01,87.94,89.40,87.84,89.25,3306600,86.71
2012-10-31,88.03,88.69,87.49,87.60,3360400,85.11
2012-10-26,87.90,88.54,87.59,88.03,3592600,85.53
2012-10-25,88.57,88.84,87.41,87.81,4613900,85.31
2012-10-24,89.03,89.54,88.15,88.39,3321300,85.88
2012-10-23,89.67,90.52,88.58,88.73,5866000,86.21
2012-10-22,92.41,93.06,91.50,92.53,3130800,89.90
2012-10-19,94.61,94.61,92.69,92.94,3804100,90.30
2012-10-18,94.68,95.00,94.17,94.74,2538800,92.04
2012-10-17,94.94,95.10,94.55,94.81,3191800,92.11
2012-10-16,94.02,94.34,93.29,94.23,2857500,91.55
2012-10-15,92.71,93.06,92.37,92.79,2916300,90.15
2012-10-12,92.95,93.34,92.40,92.75,2566100,90.11
2012-10-11,93.86,93.87,92.78,92.83,2429200,90.19
2012-10-10,93.95,94.00,93.15,93.28,2561600,90.63
2012-10-09,95.29,95.29,93.90,93.94,2989500,91.27
2012-10-08,94.55,95.46,94.50,95.37,2607600,92.66
2012-10-05,94.74,95.20,94.45,94.96,3663600,92.26
2012-10-04,94.05,94.53,93.66,94.43,2531400,91.74
2012-10-03,93.81,94.00,93.00,93.78,2610300,91.11
2012-10-02,94.23,94.29,93.10,93.54,3602300,90.88
2012-10-01,92.90,94.27,92.21,93.29,3900600,90.64
2012-09-28,92.47,92.86,91.70,92.42,2559500,89.79
2012-09-27,92.89,93.21,91.96,92.82,2081400,90.18
2012-09-26,92.88,93.40,92.54,92.59,2612900,89.96
2012-09-25,93.95,94.10,92.72,92.83,3800400,90.19
2012-09-24,92.85,94.09,92.76,93.73,3037400,91.06
2012-09-21,94.06,94.07,92.94,93.21,9547000,90.56
2012-09-20,93.20,93.63,92.91,93.58,2075600,90.92
2012-09-19,92.88,94.06,92.73,93.63,2723500,90.97
2012-09-18,93.78,93.99,93.22,93.43,2477500,90.77
2012-09-17,93.66,94.09,93.49,93.78,3290300,91.11
2012-09-14,92.86,93.98,92.56,93.98,4993000,91.31
2012-09-13,90.92,92.43,90.46,92.06,2729300,89.44
2012-09-12,91.60,91.66,90.46,90.81,2409600,88.23
2012-09-11,90.73,91.59,90.65,91.17,2403400,88.58
2012-09-10,92.27,92.31,90.61,90.67,6356100,88.09
2012-09-07,93.38,93.65,92.70,92.82,3215400,90.18
2012-09-06,92.37,93.38,92.06,93.28,3223400,90.63
2012-09-05,91.92,91.99,91.11,91.75,2985500,89.14
2012-09-04,92.03,92.33,91.10,91.68,2532300,89.07
2012-08-31,92.44,93.00,91.90,92.60,1917300,89.97
2012-08-30,92.05,92.15,91.30,91.76,1729600,89.15
2012-08-29,92.50,92.80,92.30,92.43,1736000,89.80
2012-08-28,92.36,92.77,92.20,92.30,1913000,89.67
2012-08-27,92.92,92.97,92.40,92.59,1880000,89.96
2012-08-24,92.03,92.97,91.94,92.83,1945800,90.19
2012-08-23,92.65,92.68,91.79,91.98,1823500,89.36
2012-08-22,92.56,93.36,92.43,92.68,2464000,90.04
2012-08-21,93.98,94.10,92.99,93.21,2302800,89.98
2012-08-20,94.00,94.17,93.55,93.89,1639500,90.64
2012-08-17,93.93,94.30,93.59,94.24,3069600,90.98
2012-08-16,92.75,93.87,92.21,93.74,3395200,90.50
2012-08-15,92.00,92.74,91.94,92.54,1983400,89.34
2012-08-14,92.36,92.50,92.01,92.30,1843500,89.11
2012-08-13,92.29,92.59,91.74,92.40,2075400,89.20
2012-08-10,91.37,92.30,90.95,92.29,1755100,89.10
2012-08-09,91.50,92.07,91.33,91.59,1834900,88.42
2012-08-08,91.48,92.08,91.25,91.63,2022300,88.46
2012-08-07,91.70,92.31,91.62,91.70,1764800,88.53
2012-08-06,92.00,92.34,91.41,91.41,1858500,88.25
2012-08-03,91.03,91.79,91.01,91.70,2713500,88.53
2012-08-02,90.11,90.73,89.23,90.08,2949800,86.96
2012-08-01,91.65,91.80,90.61,91.20,2149700,88.04
2012-07-31,91.00,91.66,90.87,91.23,2720200,88.07
2012-07-30,91.41,91.95,90.91,91.28,2714900,88.12
2012-07-27,90.94,92.08,90.66,91.71,3915400,88.54
2012-07-26,90.00,92.00,89.53,90.59,4759400,87.46
2012-07-25,88.69,89.16,87.96,88.75,3541200,85.68
2012-07-24,89.28,89.51,87.58,88.24,2850400,85.19
2012-07-23,88.44,89.56,87.78,89.36,2434800,86.27
2012-07-20,90.18,90.49,89.84,89.99,3024800,86.88
2012-07-19,90.87,91.20,90.40,90.83,3355100,87.69
2012-07-18,88.75,90.99,88.56,90.87,4273300,87.73
2012-07-17,88.25,89.35,87.55,88.98,3078500,85.90
2012-07-16,88.12,88.65,87.77,88.10,2848100,85.05
2012-07-13,86.32,87.83,86.32,87.59,2599300,84.56
2012-07-12,86.60,86.97,85.34,86.41,4938300,83.42
2012-07-11,88.38,88.76,87.01,87.85,4208600,84.81
2012-07-10,89.08,89.82,87.96,88.25,3356800,85.20
2012-07-09,88.86,89.08,88.31,88.96,2600900,85.88
2012-07-06,88.81,89.38,88.35,88.99,2192900,85.91
2012-07-05,89.20,89.95,88.86,89.57,1924800,86.47
2012-07-03,89.11,89.75,89.08,89.70,1410400,86.60
2012-07-02,89.29,89.69,88.28,89.28,2289700,86.19
2012-06-29,88.62,89.60,88.35,89.60,4629400,86.50
2012-06-28,86.36,87.25,85.98,87.16,3267100,84.14
2012-06-27,86.39,87.60,86.24,87.16,2887800,84.14
2012-06-26,85.91,86.47,85.29,86.18,2389100,83.20
2012-06-25,85.87,86.31,85.46,85.85,2908900,82.88
2012-06-22,87.11,87.14,86.38,86.83,3026000,83.83
2012-06-21,88.04,88.38,86.62,86.73,3722800,83.73
2012-06-20,87.93,88.28,87.35,87.54,3446800,84.51
2012-06-19,87.82,88.17,87.52,87.82,3212500,84.78
2012-06-18,87.07,87.61,86.67,87.31,2950600,84.29
2012-06-15,87.57,87.91,87.01,87.44,4696100,84.41
2012-06-14,86.31,87.23,86.06,86.86,3334900,83.85
2012-06-13,86.30,86.80,85.72,86.13,3370500,83.15
2012-06-12,85.67,86.74,85.22,86.73,2570900,83.73
2012-06-11,86.54,86.54,85.08,85.18,2098200,82.23
2012-06-08,85.18,86.09,84.99,86.00,2146200,83.02
2012-06-07,85.59,86.19,85.33,85.50,3032400,82.54
2012-06-06,83.22,84.64,83.03,84.63,2776300,81.70
2012-06-05,82.59,82.86,82.25,82.51,3268700,79.66
2012-06-04,82.79,82.99,81.99,82.62,2899900,79.76
2012-06-01,83.05,83.98,82.72,82.85,3539200,79.98
2012-05-31,84.45,85.05,83.87,84.41,3683200,81.49
2012-05-30,85.06,85.12,84.10,84.45,2697100,81.53
2012-05-29,85.38,86.00,85.13,85.73,2142200,82.76
2012-05-25,84.87,85.20,84.40,84.78,2346000,81.85
2012-05-24,84.96,85.00,84.03,84.98,2322100,82.04
2012-05-23,83.37,84.88,82.95,84.80,3200000,81.87
2012-05-22,84.69,84.99,83.68,84.13,3000900,81.22
2012-05-21,83.88,84.63,83.75,84.46,2450000,81.54
2012-05-18,84.78,84.78,83.27,83.51,3602900,80.62
2012-05-17,85.56,85.64,84.25,84.34,2777200,81.42
2012-05-16,85.91,86.27,85.26,85.35,2770600,82.40
2012-05-15,85.95,86.46,85.50,85.78,2611300,82.24
2012-05-14,85.46,86.55,85.24,85.83,2631900,82.29
2012-05-11,86.47,87.48,86.24,86.73,2601800,83.15
2012-05-10,87.14,87.69,86.88,87.13,2828500,83.54
2012-05-09,86.64,87.84,85.98,87.27,3192800,83.67
2012-05-08,87.12,87.88,86.30,87.56,2710400,83.95
2012-05-07,87.70,88.62,87.70,88.01,2753500,84.38
2012-05-04,89.17,89.24,88.30,88.67,2823800,85.01
2012-05-03,89.50,89.85,89.11,89.39,2343600,85.70
2012-05-02,89.16,89.59,88.89,89.52,2100200,85.83
2012-05-01,89.13,89.95,88.74,89.60,2294200,85.90
2012-04-30,89.25,89.46,88.72,89.36,2072900,85.67
2012-04-27,89.41,89.54,88.75,89.36,2618000,85.67
2012-04-26,88.60,89.56,88.51,89.32,2750900,85.64
2012-04-25,88.98,89.26,88.50,88.80,2962900,85.14
2012-04-24,89.33,89.75,88.38,88.49,5701200,84.84
2012-04-23,86.52,87.24,86.02,87.13,2769900,83.54
2012-04-20,86.99,87.80,86.91,87.48,3177200,83.87
2012-04-19,87.19,87.55,86.13,86.80,2565000,83.22
2012-04-18,86.90,87.63,86.69,87.13,1781600,83.54
2012-04-17,86.70,87.67,86.66,87.45,2354200,83.84
2012-04-16,86.04,86.93,85.92,86.40,3060200,82.84
2012-04-13,86.49,86.59,85.57,85.69,2609700,82.16
2012-04-12,85.71,86.93,85.08,86.86,2476000,83.28
2012-04-11,85.36,85.69,85.12,85.35,2527700,81.83
2012-04-10,86.19,86.40,84.44,84.58,3651000,81.09
2012-04-09,86.24,86.77,85.90,86.33,1932700,82.77
2012-04-05,87.36,87.79,86.97,87.27,2048400,83.67
2012-04-04,87.98,88.05,87.15,87.84,2392700,84.22
2012-04-03,89.22,89.22,88.20,88.79,2298400,85.13
2012-04-02,88.79,89.36,88.05,89.23,2640900,85.55
2012-03-30,89.22,89.29,88.76,89.21,2471800,85.53
2012-03-29,87.88,88.82,87.72,88.77,2207100,85.11
2012-03-28,89.29,89.61,88.04,88.45,2289600,84.80
2012-03-27,89.38,89.42,88.93,89.14,2308400,85.46
2012-03-26,88.92,89.35,88.60,89.12,2572500,85.44
2012-03-23,88.63,88.67,88.02,88.46,2326100,84.81
2012-03-22,88.50,88.78,87.72,88.57,3064200,84.92
2012-03-21,89.42,89.64,88.80,88.91,2433800,85.24
2012-03-20,89.17,89.73,88.75,89.35,2485300,85.67
2012-03-19,89.52,89.90,89.20,89.74,2585400,86.04
2012-03-16,89.88,90.00,89.37,89.56,5007100,85.87
2012-03-15,89.00,90.00,88.82,90.00,3252200,86.29
2012-03-14,88.60,89.25,88.60,88.87,2960900,85.21
2012-03-13,87.76,88.77,87.51,88.75,3107100,85.09
2012-03-12,87.10,87.75,86.96,87.54,2049300,83.93
2012-03-09,86.81,87.27,86.65,86.80,1958300,83.22
2012-03-08,86.06,86.93,85.98,86.71,2603200,83.13
2012-03-07,85.24,85.67,84.88,85.47,3150800,81.95
2012-03-06,85.72,85.86,84.83,84.95,3547900,81.45
2012-03-05,87.40,87.45,86.38,87.06,2701900,83.47
2012-03-02,87.47,87.57,87.04,87.52,2820500,83.91
2012-03-01,87.72,88.22,87.17,87.49,2525200,83.88
2012-02-29,88.14,88.32,87.25,87.60,3277700,83.99
2012-02-28,87.83,88.20,87.23,87.77,2497700,84.15
2012-02-27,87.41,88.32,87.10,88.07,3012900,84.44
2012-02-24,88.04,88.46,87.88,88.20,2524800,84.56
2012-02-23,87.88,88.18,87.27,87.90,3531300,84.28
2012-02-22,87.65,88.09,87.45,87.76,2650000,84.14
2012-02-21,87.74,88.05,87.40,87.60,2406700,83.99
2012-02-17,87.99,88.15,87.48,87.56,2834600,83.95
2012-02-16,86.99,87.76,86.96,87.65,2548800,84.04
2012-02-15,87.42,87.72,86.75,87.01,3647000,83.42
2012-02-14,87.60,88.00,87.22,87.99,2850300,83.80
2012-02-13,87.57,88.09,87.16,88.03,2530600,83.83
