Date,Open,High,Low,Close,Volume,Adj Close
2012-04-13,108.85,109.63,108.28,108.80,2878200,53.06
2012-04-12,108.14,108.70,107.17,108.65,5759000,52.99
2012-04-11,107.70,108.77,107.47,108.25,6016000,52.79
2012-04-10,110.48,110.50,105.93,106.46,8432400,51.92
2012-04-09,108.89,111.00,108.51,110.69,5654800,53.98
2012-04-05,109.03,110.53,109.00,110.39,4393800,53.84
2012-04-04,109.15,109.89,108.68,109.49,4433400,53.40
2012-04-03,108.81,109.89,108.30,109.87,4409400,53.58
2012-04-02,108.42,109.83,107.99,109.02,4894000,53.17
2012-03-30,108.38,109.18,107.85,108.44,4635200,52.88
2012-03-29,106.30,107.99,106.30,107.85,3926800,52.60
2012-03-28,107.61,107.93,106.28,107.23,4619400,52.29
2012-03-27,108.71,109.17,107.72,107.88,5065400,52.61
2012-03-26,107.88,108.80,107.72,108.55,6256000,52.94
2012-03-23,111.21,111.50,106.07,107.42,13253400,52.39
2012-03-22,110.11,111.63,109.08,110.99,10227000,54.13
2012-03-21,112.07,112.70,110.38,110.44,7554000,53.86
2012-03-20,111.73,112.97,111.73,111.74,5339400,54.49
2012-03-19,111.90,112.52,110.96,112.13,5200000,54.68
2012-03-16,110.74,111.78,110.56,111.22,7224600,54.24
2012-03-15,110.83,111.07,110.31,110.73,3648800,54.00
2012-03-14,110.90,111.23,110.16,110.30,3726400,53.79
2012-03-13,110.00,110.84,109.54,110.76,4765800,54.02
2012-03-12,108.80,109.92,108.60,109.45,4604200,53.38
2012-03-09,108.64,110.15,108.20,109.98,4906200,53.64
2012-03-08,108.13,108.50,107.66,107.90,2282600,52.62
2012-03-07,107.46,108.15,107.30,107.58,3571800,52.46
2012-03-06,108.56,109.22,106.97,107.34,3943600,52.35
2012-03-05,108.70,109.67,108.30,109.24,3569600,53.27
2012-03-02,108.67,109.06,107.95,108.74,3505800,53.03
2012-03-01,108.89,108.98,108.02,108.54,3535200,52.93
2012-02-29,107.51,108.28,106.93,107.92,3539800,52.46
2012-02-28,107.41,107.63,106.52,107.43,2524000,52.22
2012-02-27,105.88,107.71,105.54,107.17,3038400,52.09
2012-02-24,106.11,106.60,105.63,106.29,2337800,51.66
2012-02-23,105.92,106.70,105.54,106.14,2930400,51.59
2012-02-22,105.06,106.24,104.98,105.73,3118800,51.39
2012-02-21,106.59,107.18,104.71,104.95,3654600,51.01
2012-02-17,106.74,107.48,106.28,106.68,3478800,51.85
2012-02-16,106.47,107.43,105.55,106.16,3329200,51.60
2012-02-15,106.95,107.63,106.31,106.60,4964600,51.81
2012-02-14,104.79,106.64,104.29,106.63,4762400,51.83
2012-02-13,105.80,105.93,104.62,105.22,2937800,51.14
2012-02-10,105.07,105.59,104.76,105.41,3104200,51.24
2012-02-09,105.75,106.18,105.22,105.76,2923400,51.41
2012-02-08,104.52,106.66,104.52,105.93,5571600,51.49
2012-02-07,103.22,104.70,102.96,104.23,2615800,50.66
2012-02-06,103.04,103.86,102.68,103.46,3115400,50.29
2012-02-03,103.50,104.00,103.10,103.50,6596200,50.31
2012-02-02,104.00,104.19,102.57,102.82,4686600,49.98
2012-02-01,104.41,104.83,103.74,103.75,5000400,50.43
2012-01-31,104.57,104.94,103.46,103.99,12374800,50.54
2012-01-30,101.45,104.15,100.87,103.39,5946200,50.25
2012-01-27,102.17,102.63,101.50,102.11,3467200,49.63
2012-01-26,103.00,103.22,101.79,102.30,3764200,49.72
2012-01-25,101.92,103.29,101.89,103.21,5692000,50.17
2012-01-24,101.34,102.38,101.02,102.21,3282200,49.68
2012-01-23,101.92,102.97,101.17,101.56,4165000,49.36
2012-01-20,101.55,102.00,101.02,101.76,4474600,49.46
2012-01-19,100.74,101.97,100.52,101.58,4579200,49.37
2012-01-18,98.81,101.12,98.70,100.86,6139600,49.02
2012-01-17,98.70,99.44,98.05,99.24,4121200,48.24
2012-01-13,98.39,98.93,98.04,98.30,3267000,47.78
2012-01-12,98.29,99.14,97.74,99.10,3758400,48.17
2012-01-11,98.27,98.60,97.79,98.14,3498600,47.70
2012-01-10,98.83,98.93,97.68,98.47,4906400,47.86
2012-01-09,98.10,98.93,97.70,98.35,5023000,47.80
2012-01-06,97.93,98.50,97.52,97.99,3880600,47.63
2012-01-05,97.79,98.58,97.00,98.16,4196800,47.71
2012-01-04,96.71,98.75,96.51,98.22,4720600,47.74
2012-01-03,97.37,97.99,96.70,96.81,5472000,47.05
2011-12-30,97.39,97.54,96.37,96.37,3304800,46.84
2011-12-29,96.55,97.92,96.49,97.46,4286000,47.37
2011-12-28,97.93,98.00,96.28,96.43,3415200,46.87
2011-12-27,96.98,98.00,96.51,97.77,3224200,47.52
2011-12-23,95.27,96.93,94.77,96.90,3582800,47.10
2011-12-22,96.59,96.59,94.25,94.82,5854800,46.09
2011-12-21,95.83,97.29,94.29,96.35,12522400,46.83
2011-12-20,94.48,95.90,92.89,93.63,9150600,45.51
2011-12-19,93.92,94.14,93.06,93.38,4378400,45.39
2011-12-16,94.78,95.08,93.55,93.67,6392800,45.53
2011-12-15,95.44,95.74,93.41,94.08,5366200,45.73
2011-12-14,94.97,95.72,93.75,94.39,4727800,45.88
2011-12-13,97.13,97.79,94.41,95.05,5357000,46.20
2011-12-12,97.34,97.75,95.78,96.95,5425600,47.12
2011-12-09,95.48,98.25,95.30,97.68,6211600,47.48
2011-12-08,95.60,96.48,95.00,95.18,4696200,46.26
2011-12-07,96.78,96.99,95.26,95.89,5604600,46.61
2011-12-06,97.20,97.24,95.96,96.25,3494000,46.78
2011-12-05,96.73,97.49,95.94,96.60,4428000,46.95
2011-12-02,95.78,96.71,95.51,96.25,4733000,46.78
2011-12-01,95.36,96.34,94.51,95.25,4780200,46.30
2011-11-30,97.08,97.50,94.92,96.18,6746600,46.57
2011-11-29,95.26,95.43,94.31,94.87,5508400,45.94
2011-11-28,92.04,95.83,91.90,94.91,7721400,45.96
2011-11-25,90.66,91.86,90.28,90.28,1738000,43.72
2011-11-23,90.73,91.97,90.50,90.93,3735400,44.03
2011-11-22,91.19,92.62,90.99,91.63,3829200,44.37
2011-11-21,91.62,92.16,89.79,91.06,3677200,44.09
2011-11-18,92.62,93.48,91.45,92.75,4720600,44.91
2011-11-17,93.13,93.68,90.90,91.89,4517600,44.50
2011-11-16,95.14,95.50,93.54,93.70,4425000,45.37
2011-11-15,95.26,96.60,94.67,95.95,3507000,46.46
2011-11-14,95.84,96.89,95.20,95.75,3424800,46.37
2011-11-11,94.75,96.41,94.45,96.15,4054200,46.56
2011-11-10,93.42,94.54,92.57,93.92,4697000,45.48
2011-11-09,93.47,94.05,91.61,92.36,5853400,44.72
2011-11-08,94.39,95.64,93.70,95.42,4829800,46.21
2011-11-07,94.52,95.30,93.44,93.80,4365400,45.42
2011-11-04,95.20,95.99,93.61,94.38,4119800,45.70
2011-11-03,96.15,96.24,93.57,95.68,5396600,46.33
2011-11-02,95.65,95.80,94.09,94.94,5812400,45.97
2011-11-01,93.51,95.43,93.46,93.88,5323600,45.46
2011-10-31,95.76,97.68,95.54,96.35,6114200,46.66
2011-10-28,95.66,96.93,94.92,96.75,6111000,46.85
2011-10-27,96.17,96.49,95.43,95.83,7720600,46.40
2011-10-26,94.64,94.99,92.73,94.21,4777800,45.62
2011-10-25,94.11,95.34,93.47,93.75,4744600,45.40
2011-10-24,94.34,95.93,94.12,95.07,6587000,46.04
2011-10-21,92.80,94.35,92.53,94.35,6184200,45.69
2011-10-20,91.64,92.46,90.69,91.89,4222600,44.50
2011-10-19,91.67,92.50,91.07,91.29,4283200,44.21
2011-10-18,90.61,92.33,87.98,91.48,5563200,44.30
2011-10-17,92.27,92.90,90.71,91.02,4102800,44.08
2011-10-14,92.58,93.18,91.91,92.97,4285600,45.02
2011-10-13,91.42,92.50,90.93,92.21,4232400,44.65
2011-10-12,90.33,92.50,89.95,91.79,7027800,44.45
2011-10-11,89.79,90.70,89.43,89.85,4343800,43.51
2011-10-10,89.78,90.87,89.34,90.72,4104200,43.93
2011-10-07,89.29,89.87,87.59,88.15,5180600,42.69
2011-10-06,87.53,89.79,87.22,89.28,5291600,43.23
2011-10-05,85.93,88.24,85.33,87.80,7393400,42.52
2011-10-04,81.54,85.90,81.01,85.73,6800000,41.51
2011-10-03,84.95,86.19,83.00,83.05,7168000,40.22
2011-09-30,86.98,88.24,85.48,85.51,6979600,41.41
2011-09-29,89.79,90.00,85.44,87.99,7189200,42.61
2011-09-28,90.67,91.98,88.25,88.47,7129200,42.84
2011-09-27,90.40,92.56,89.98,90.58,8731400,43.86
2011-09-26,89.56,89.98,87.22,89.31,8419200,43.25
2011-09-23,87.78,89.99,86.69,88.64,18209800,42.92
2011-09-22,83.19,84.71,82.22,84.18,11869200,40.76
2011-09-21,89.24,89.62,85.55,85.74,10218400,41.52
2011-09-20,90.67,91.18,89.24,89.46,7926000,43.32
2011-09-19,88.24,90.50,88.03,90.20,7268800,43.68
2011-09-16,88.62,89.98,88.33,89.77,8087600,43.47
2011-09-15,88.26,88.40,86.76,88.04,5502800,42.63
2011-09-14,86.27,88.79,85.41,87.49,7705200,42.37
2011-09-13,84.41,86.38,84.06,85.82,5923000,41.56
2011-09-12,81.76,84.42,81.45,84.36,4958600,40.85
2011-09-09,84.43,85.39,82.48,82.50,7451800,39.95
2011-09-08,85.75,87.49,84.80,85.33,5599600,41.32
2011-09-07,85.04,86.51,84.16,86.51,5703200,41.89
2011-09-06,81.15,83.91,80.20,83.76,5646600,40.56
2011-09-02,84.87,85.83,83.80,84.04,5150800,40.70
2011-09-01,86.35,88.10,86.02,86.55,7877200,41.91
2011-08-31,87.04,88.53,86.15,86.65,6979200,41.81
2011-08-30,88.30,88.53,86.36,86.37,9415400,41.67
2011-08-29,87.11,88.60,86.80,88.54,5581600,42.72
2011-08-26,83.30,86.46,82.30,86.29,6115600,41.64
2011-08-25,85.85,86.49,83.49,83.76,6177200,40.41
2011-08-24,83.21,85.99,82.86,85.80,7638000,41.40
2011-08-23,79.57,83.63,79.10,83.59,6023000,40.33
2011-08-22,80.03,80.58,79.03,79.25,5566400,38.24
2011-08-19,78.94,81.49,78.50,78.58,6322800,37.92
2011-08-18,80.76,81.39,78.97,79.92,8322200,38.56
2011-08-17,83.65,84.59,81.84,82.55,6008800,39.83
2011-08-16,84.09,85.53,83.13,83.22,7020800,40.15
2011-08-15,84.61,85.16,82.78,85.13,5013600,41.08
2011-08-12,83.86,85.05,83.39,84.24,5331800,40.65
2011-08-11,79.66,84.39,79.32,83.25,7475200,40.17
2011-08-10,81.67,82.90,79.04,79.33,9655000,38.28
2011-08-09,80.36,82.65,76.98,82.50,10768600,39.81
2011-08-08,81.38,83.34,78.00,79.19,11930400,38.21
2011-08-05,82.51,84.51,80.34,83.87,10755800,40.47
2011-08-04,86.11,86.75,81.49,81.55,9425600,39.35
2011-08-03,85.30,87.12,82.91,87.08,7977400,42.02
2011-08-02,88.26,89.20,84.98,85.11,8514600,41.07
2011-08-01,90.42,90.46,88.01,89.34,5023000,43.11
2011-07-29,89.81,90.80,89.25,90.15,4952600,43.50
2011-07-28,88.87,91.36,88.87,90.48,7405400,43.66
2011-07-27,89.94,90.57,88.55,88.72,6343400,42.81
2011-07-26,91.00,91.32,90.19,90.33,3782200,43.58
2011-07-25,90.34,91.41,90.32,90.93,3482800,43.87
2011-07-22,92.05,92.29,91.43,91.71,3608200,44.25
2011-07-21,90.76,92.59,90.29,91.84,5810800,44.31
2011-07-20,90.89,90.98,90.17,90.60,4957400,43.71
2011-07-19,91.45,91.53,90.51,90.74,9290000,43.78
2011-07-18,90.90,91.59,90.48,90.64,5831000,43.73
2011-07-15,92.37,92.37,90.83,91.70,7164800,44.25
2011-07-14,92.17,92.95,91.25,91.96,5418800,44.37
2011-07-13,90.98,92.87,90.98,92.05,4729400,44.41
2011-07-12,91.28,91.98,90.64,91.23,3642200,44.02
2011-07-11,91.87,93.05,91.13,91.43,6300000,44.12
2011-07-08,92.99,93.34,92.27,93.24,6336400,44.99
2011-07-07,92.76,94.23,92.71,93.66,8599200,45.19
2011-07-06,91.39,92.49,91.37,92.35,7244000,44.56
2011-07-05,91.28,92.11,90.93,91.74,7469600,44.26
2011-07-01,89.65,91.99,89.43,91.82,8390800,44.30
2011-06-30,89.22,90.43,89.22,89.98,8857800,43.42
2011-06-29,89.66,90.35,88.18,89.78,12713200,43.32
2011-06-28,85.27,90.58,85.16,89.90,30222600,43.38
2011-06-27,80.92,82.77,80.92,81.62,11496400,39.38
2011-06-24,82.11,82.49,80.73,81.18,7782400,39.17
2011-06-23,81.36,82.36,80.63,82.19,8543200,39.66
2011-06-22,83.89,84.41,81.85,81.95,9181400,39.54
2011-06-21,83.15,84.83,83.05,84.51,4631400,40.78
2011-06-20,80.86,83.39,80.86,83.23,4570600,40.16
2011-06-17,80.81,81.59,80.80,81.11,5247400,39.14
2011-06-16,80.47,80.75,79.44,80.29,4545800,38.74
2011-06-15,81.56,81.91,79.90,80.39,5709600,38.79
2011-06-14,81.17,82.43,81.08,82.24,5866000,39.68
2011-06-13,80.51,81.89,79.68,80.51,5394000,38.85
2011-06-10,80.59,81.56,79.55,79.66,4960200,38.44
2011-06-09,80.29,81.33,80.24,80.67,4769600,38.92
2011-06-08,81.53,81.99,79.87,80.10,6111800,38.65
2011-06-07,80.19,82.32,80.15,81.90,6894800,39.52
2011-06-06,80.37,80.95,79.74,79.77,4546600,38.49
2011-06-03,80.51,81.35,80.22,80.36,5629800,38.77
2011-06-02,81.87,82.59,81.06,81.15,5914800,39.16
2011-06-01,84.34,84.72,82.08,82.15,5062600,39.49
2011-05-31,84.84,84.95,83.82,84.45,4439400,40.59
2011-05-27,84.24,84.80,84.19,84.62,3037200,40.68
2011-05-26,83.17,84.24,82.99,84.07,3377000,40.41
2011-05-25,83.19,83.80,83.11,83.19,4614800,39.99
2011-05-24,83.79,84.73,83.63,84.33,2878200,40.54
2011-05-23,84.10,84.73,83.46,83.62,4554400,40.19
2011-05-20,86.39,86.48,84.39,85.05,5063200,40.88
2011-05-19,85.19,86.16,85.04,86.11,4116000,41.39
2011-05-18,84.89,85.60,84.53,84.83,4929000,40.78
2011-05-17,84.82,85.02,83.97,84.89,4984000,40.81
2011-05-16,85.74,86.26,85.02,85.27,5327200,40.99
2011-05-13,84.72,86.53,84.70,86.26,7221800,41.46
2011-05-12,82.64,84.70,82.44,84.58,5116600,40.66
2011-05-11,83.17,83.66,82.20,82.66,4299800,39.73
2011-05-10,83.25,83.70,82.73,83.50,5202000,40.14
2011-05-09,81.80,82.97,81.70,82.91,3268600,39.85
2011-05-06,83.19,83.43,81.76,82.02,4808600,39.43
2011-05-05,82.70,83.34,82.09,82.61,4814200,39.71
2011-05-04,82.48,83.00,81.41,82.79,5971200,39.80
2011-05-03,82.35,82.60,81.54,81.66,4354200,39.25
2011-05-02,82.78,83.48,82.00,82.24,6193600,39.53
2011-04-29,82.26,82.53,81.75,82.32,4421400,39.57
2011-04-28,81.08,82.73,80.60,82.57,5030200,39.69
2011-04-27,80.06,81.23,79.92,81.12,4990400,38.99
2011-04-26,80.09,80.60,79.40,79.96,3600000,38.44
2011-04-25,80.61,80.91,79.88,80.11,3473200,38.51
2011-04-21,80.63,80.63,79.84,80.19,4341000,38.55
2011-04-20,79.44,80.25,79.26,80.07,7426000,38.49
2011-04-19,78.67,79.55,78.49,78.73,5400800,37.84
2011-04-18,78.07,78.65,77.20,78.58,5769000,37.77
2011-04-15,80.41,80.41,78.67,78.73,6873200,37.84
2011-04-14,78.86,80.27,78.65,80.08,7043200,38.49
2011-04-13,78.18,79.53,78.15,79.41,6027400,38.17
2011-04-12,77.52,78.37,77.35,78.20,4422000,37.59
2011-04-11,77.26,78.14,77.25,78.13,4154600,37.56
2011-04-08,78.67,79.00,77.06,77.39,5383000,37.20
2011-04-07,78.64,78.64,77.02,78.09,7407600,37.54
2011-04-06,78.64,79.00,78.24,78.67,7841400,37.82
2011-04-05,77.18,78.00,76.85,77.93,6385200,37.46
2011-04-04,76.78,77.56,76.35,77.41,4982200,37.21
2011-04-01,75.94,76.90,75.82,76.53,6445400,36.79
2011-03-31,76.49,76.61,75.62,75.70,6540400,36.39
2011-03-30,76.47,77.00,76.24,76.75,4952800,36.89
2011-03-29,76.10,76.65,75.62,76.36,7835000,36.70
2011-03-28,76.68,76.99,75.80,75.89,7395600,36.48
2011-03-25,76.83,77.60,76.62,76.66,9415800,36.85
2011-03-24,77.48,77.84,76.40,76.73,8859000,36.88
2011-03-23,75.18,77.70,75.05,77.22,24280600,37.12
2011-03-22,76.65,77.00,69.43,75.45,18310600,36.27
2011-03-21,77.62,77.95,76.62,76.84,11711800,36.94
2011-03-18,77.99,78.65,76.83,77.59,39405600,37.30
2011-03-17,85.57,85.74,84.49,85.41,6909800,41.06
2011-03-16,85.00,85.87,84.05,84.82,5011200,40.77
2011-03-15,84.63,85.82,84.00,85.33,4943200,41.02
2011-03-14,86.86,86.88,85.36,86.21,5055800,41.44
2011-03-11,87.48,87.59,85.47,87.17,7457000,41.90
2011-03-10,88.25,89.07,87.54,88.18,4523600,42.39
2011-03-09,88.76,89.66,88.25,88.95,4974600,42.76
2011-03-08,89.15,89.67,88.83,89.19,4809600,42.87
2011-03-07,90.00,91.12,88.27,88.92,8132400,42.74
2011-03-04,89.81,90.00,89.34,89.88,5089200,43.20
2011-03-03,88.91,89.99,88.90,89.84,5210000,43.18
2011-03-02,87.66,89.23,87.23,88.33,4732600,42.31
2011-03-01,89.65,89.81,87.51,87.70,6859000,42.01
2011-02-28,88.29,89.16,87.95,89.03,5175600,42.64
2011-02-25,86.67,88.30,86.54,87.98,4499200,42.14
2011-02-24,85.92,86.92,85.50,86.52,4382200,41.44
2011-02-23,86.89,87.83,85.79,86.19,5927200,41.28
2011-02-22,87.60,88.32,86.91,87.23,5489600,41.78
2011-02-18,86.48,88.83,86.00,88.82,7354800,42.54
2011-02-17,84.74,86.08,84.40,86.04,5968600,41.21
2011-02-16,85.52,85.95,85.12,85.75,4454600,41.07
2011-02-15,85.27,85.59,84.62,85.55,4055000,40.98
2011-02-14,86.32,86.54,85.45,85.77,3687600,41.08
2011-02-11,86.45,86.71,85.96,86.21,3695400,41.29
2011-02-10,86.92,87.44,86.26,86.79,3375200,41.57
2011-02-09,86.71,87.70,86.45,87.25,4182800,41.79
2011-02-08,86.68,86.81,86.18,86.71,3418600,41.53
2011-02-07,85.80,86.80,85.66,86.50,4190200,41.43
2011-02-04,84.01,85.89,83.81,85.74,4815800,41.07
2011-02-03,83.57,84.30,83.38,83.80,5174600,40.14
2011-02-02,83.43,83.94,83.12,83.91,3882400,40.19
2011-02-01,82.75,83.70,82.62,83.55,4851200,40.02
2011-01-31,81.52,82.56,81.01,82.48,3840600,39.51
2011-01-28,82.91,82.98,81.30,81.46,4484000,39.02
2011-01-27,84.07,84.34,82.69,82.77,4885000,39.65
2011-01-26,83.14,84.17,82.79,84.00,5179000,40.24
2011-01-25,82.57,82.95,81.92,82.88,3702400,39.70
2011-01-24,82.00,82.90,81.50,82.66,4055800,39.59
2011-01-21,83.51,83.56,82.19,82.30,3715400,39.42
2011-01-20,83.20,83.65,82.50,83.07,4715800,39.79
2011-01-19,84.09,84.17,82.83,83.66,5450800,40.07
2011-01-18,84.42,84.98,83.87,84.06,4510800,40.26
2011-01-14,82.62,84.30,82.37,84.07,4183200,40.27
2011-01-13,83.83,83.83,82.45,82.56,4828400,39.55
2011-01-12,84.40,84.49,83.68,83.73,4826400,40.11
2011-01-11,84.20,84.80,83.62,84.02,2781800,40.25
2011-01-10,83.25,84.49,83.06,84.17,4457400,40.32
2011-01-07,83.70,83.95,83.27,83.53,4075600,40.01
2011-01-06,84.45,84.50,83.56,83.76,4028600,40.12
2011-01-05,83.65,84.83,83.51,84.52,5799600,40.48
2011-01-04,85.60,85.75,83.75,83.97,6898000,40.22
2011-01-03,85.83,86.58,85.26,86.09,4279800,41.24
2010-12-31,85.40,85.84,85.12,85.42,2898200,40.92
2010-12-30,85.30,86.12,85.12,85.76,2955200,41.08
2010-12-29,86.54,86.54,85.25,85.27,3476200,40.84
2010-12-28,86.24,86.78,86.11,86.33,4229800,41.35
2010-12-27,85.98,86.08,85.50,85.83,3183800,41.11
2010-12-23,86.93,87.00,85.43,86.05,6881000,41.22
2010-12-22,87.00,88.25,86.60,86.95,16599200,41.65
2010-12-21,91.00,92.49,90.48,92.30,12500200,44.21
2010-12-20,90.53,90.87,89.63,90.27,4340000,43.24
2010-12-17,89.36,90.35,89.28,90.05,5776400,43.13
2010-12-16,88.54,89.25,87.77,89.23,3612400,42.74
2010-12-15,89.27,89.60,88.43,88.58,3499400,42.43
2010-12-14,88.98,89.74,88.51,89.28,3775400,42.76
2010-12-13,89.64,90.52,89.01,89.23,6478400,42.74
2010-12-10,87.76,88.39,87.50,87.80,2547800,42.06
2010-12-09,88.14,88.50,87.24,87.47,3210400,41.90
2010-12-08,87.45,87.65,86.40,87.32,2731600,41.83
2010-12-07,88.39,88.45,87.12,87.19,3843600,41.76
2010-12-06,87.51,87.96,87.04,87.73,2403400,42.02
2010-12-03,87.51,87.98,86.82,87.53,4058400,41.93
2010-12-02,87.84,88.00,86.96,87.83,3224800,42.07
2010-12-01,87.48,88.28,87.40,87.64,3982000,41.83
2010-11-30,84.50,86.60,84.37,86.13,6581000,41.11
2010-11-29,85.40,85.40,83.92,85.16,4850400,40.65
2010-11-26,86.31,86.60,85.90,85.96,2025200,41.03
2010-11-24,85.44,86.97,85.44,86.53,4453000,41.30
2010-11-23,85.05,85.88,84.88,85.26,3316200,40.69
2010-11-22,85.08,86.00,85.08,85.92,3638000,41.01
2010-11-19,82.87,86.32,82.87,85.81,9638400,40.96
2010-11-18,82.17,82.94,82.17,82.47,4204000,39.36
2010-11-17,80.78,81.93,80.57,81.39,5381200,38.85
2010-11-16,81.58,82.24,80.26,80.51,6456200,38.43
2010-11-15,82.91,82.94,81.70,81.80,3971400,39.04
2010-11-12,83.19,83.65,82.04,82.62,3815400,39.43
2010-11-11,83.35,83.80,82.99,83.67,3338600,39.94
2010-11-10,83.14,83.99,82.82,83.88,4400800,40.04
2010-11-09,83.65,83.69,82.88,83.20,4852800,39.71
2010-11-08,83.66,83.84,82.96,83.61,3650200,39.91
2010-11-05,83.24,84.11,83.24,84.11,4519600,40.15
2010-11-04,82.72,83.49,82.40,83.41,4938000,39.81
2010-11-03,81.73,82.17,80.96,81.83,3514400,39.06
2010-11-02,81.80,82.24,81.51,81.75,3559000,39.02
2010-11-01,81.88,82.00,80.59,81.10,3792000,38.71
2010-10-29,80.94,81.49,80.65,81.44,4026000,38.87
2010-10-28,81.31,81.70,80.57,81.11,3253000,38.71
2010-10-27,81.24,81.35,80.27,81.03,4485200,38.68
2010-10-26,81.64,82.22,81.26,81.82,5145000,39.05
2010-10-25,82.57,83.03,82.01,82.05,4441600,39.16
2010-10-22,82.11,82.53,81.71,81.92,2120400,39.10
2010-10-21,81.62,82.84,81.49,82.11,5795800,39.19
2010-10-20,81.04,81.67,80.85,81.24,3766800,38.78
2010-10-19,80.46,81.55,80.08,80.73,5408400,38.53
2010-10-18,82.00,82.12,81.50,81.66,3149000,38.98
2010-10-15,82.26,82.46,81.62,82.00,4138600,39.14
2010-10-14,81.72,82.27,81.34,81.77,4705200,39.03
2010-10-13,82.38,82.75,81.50,82.02,5245600,39.15
2010-10-12,83.00,83.40,81.80,81.89,11248800,39.09
2010-10-11,81.62,82.30,81.50,81.98,4951600,39.13
2010-10-08,80.94,82.60,80.90,82.04,9519000,39.16
2010-10-07,81.27,81.32,80.31,80.99,6092000,38.66
2010-10-06,81.03,81.31,80.82,81.31,4801800,38.81
2010-10-05,80.60,81.47,80.27,81.30,6735600,38.80
2010-10-04,79.92,80.26,79.04,79.88,5176800,38.13
2010-10-01,80.96,80.96,79.83,80.25,7083800,38.30
2010-09-30,80.01,80.80,79.51,80.14,6746400,38.25
2010-09-29,80.27,80.41,79.23,79.93,7286800,38.15
2010-09-28,79.07,80.82,78.57,80.64,10853800,38.49
2010-09-27,79.42,79.50,78.15,79.11,9387800,37.76
2010-09-24,81.35,81.70,79.48,79.57,16691200,37.98
2010-09-23,76.90,78.12,76.59,77.67,8843600,37.07
2010-09-22,77.47,77.99,76.70,77.31,5244600,36.90
2010-09-21,77.93,78.07,77.22,77.69,6635600,37.08
2010-09-20,77.30,79.04,77.29,78.37,7549800,37.41
2010-09-17,76.93,77.54,76.48,77.26,6073400,36.88
2010-09-16,76.30,76.87,75.92,76.64,4346600,36.58
2010-09-15,75.15,76.71,74.93,76.56,7906000,36.54
2010-09-14,74.47,75.88,74.37,75.27,4997800,35.93
2010-09-13,74.41,75.28,74.38,74.68,4928800,35.64
2010-09-10,74.15,74.85,73.67,73.75,4079800,35.20
2010-09-09,74.83,75.02,73.60,73.92,3502600,35.28
2010-09-08,74.24,74.71,73.90,74.14,4599200,35.39
2010-09-07,73.78,74.47,73.75,74.02,4050200,35.33
2010-09-03,73.74,74.44,73.25,74.25,6139200,35.44
2010-09-02,72.08,73.07,71.77,72.96,4816200,34.82
2010-09-01,71.13,72.22,70.82,72.13,6868400,34.30
2010-08-31,70.01,70.76,69.58,70.00,5971000,33.29
2010-08-30,70.72,71.40,69.96,70.36,5038400,33.46
2010-08-27,70.73,71.16,69.70,70.94,5312600,33.73
2010-08-26,70.65,71.72,70.34,70.39,6802400,33.47
2010-08-25,69.45,70.36,68.32,70.13,6298400,33.35
2010-08-24,70.03,70.73,69.41,70.05,5307200,33.31
2010-08-23,71.63,72.39,70.95,70.95,3928200,33.74
2010-08-20,70.73,71.41,70.49,71.26,3576000,33.89
2010-08-19,71.81,72.01,70.56,71.34,4940600,33.92
2010-08-18,71.69,72.71,70.94,72.24,4391200,34.35
2010-08-17,71.75,72.71,71.47,71.71,5062000,34.10
2010-08-16,70.11,71.47,69.77,71.06,4763000,33.79
2010-08-13,71.41,71.48,70.48,70.58,4397400,33.56
2010-08-12,70.99,71.79,70.70,71.52,4876200,34.01
2010-08-11,72.77,72.78,71.48,72.08,6071000,34.28
2010-08-10,73.42,74.39,72.80,73.91,4693400,35.15
2010-08-09,74.14,75.00,73.88,74.12,3947000,35.25
2010-08-06,73.42,74.09,72.78,73.96,3849600,35.17
2010-08-05,73.45,74.36,73.30,74.06,4033000,35.22
2010-08-04,73.18,74.37,73.13,74.00,6079000,35.19
2010-08-03,74.20,74.20,72.85,73.10,6362000,34.76
2010-08-02,74.39,74.97,73.94,74.32,5120200,35.34
2010-07-30,73.01,73.95,72.64,73.64,4351600,35.02
2010-07-29,73.65,74.11,72.68,73.53,4831600,34.96
2010-07-28,73.64,74.02,72.87,73.11,4211800,34.76
2010-07-27,73.70,73.85,72.84,73.68,5206400,35.04
2010-07-26,72.71,73.95,72.48,73.22,5246000,34.82
2010-07-23,71.50,73.16,71.16,72.74,5760200,34.59
2010-07-22,70.39,72.12,70.36,71.56,6764200,34.03
2010-07-21,70.13,71.07,69.31,69.65,7893800,33.12
2010-07-20,67.90,70.00,67.62,69.84,7402200,33.21
2010-07-19,69.14,69.47,68.19,68.61,4790200,32.63
2010-07-16,70.35,70.66,68.69,68.96,6852000,32.79
2010-07-15,70.34,70.80,69.35,70.65,7051400,33.60
2010-07-14,70.16,70.60,69.47,70.54,5828200,33.54
2010-07-13,70.40,70.92,70.02,70.47,6065000,33.51
2010-07-12,69.97,70.47,69.28,69.81,4445000,33.20
2010-07-09,70.16,70.21,69.52,70.15,5481400,33.36
2010-07-08,69.23,70.48,69.02,70.28,8901000,33.42
2010-07-07,67.47,68.59,67.01,68.56,8586000,32.60
2010-07-06,68.21,69.17,66.34,67.21,8437400,31.96
2010-07-02,68.19,68.94,67.43,67.86,5813600,32.27
