Date,Open,High,Low,Close,Volume,Adj Close
2012-04-13,124.42,124.67,122.19,122.24,1628400,40.14
2012-04-12,122.05,124.60,121.00,124.54,1838700,40.89
2012-04-11,124.02,124.02,121.62,121.98,2195100,40.05
2012-04-10,124.66,125.24,121.53,121.77,3968100,39.98
2012-04-09,124.17,125.32,123.16,124.81,2447100,40.98
2012-04-05,124.31,127.60,124.18,126.69,4637400,41.60
2012-04-04,124.46,125.42,124.16,125.04,2287200,41.06
2012-04-03,126.14,126.41,125.38,126.07,2469000,41.39
2012-04-02,124.07,127.24,124.01,126.56,2588400,41.55
2012-03-30,124.07,124.25,122.66,124.03,3021900,40.72
2012-03-29,123.28,124.53,122.38,123.29,2888400,40.48
2012-03-28,125.35,125.72,123.02,125.04,2396400,41.06
2012-03-27,125.37,126.48,124.86,125.49,2194500,41.11
2012-03-26,124.16,125.17,123.36,125.16,2378700,41.01
2012-03-23,122.76,123.01,121.88,122.76,2445000,40.22
2012-03-22,122.63,123.15,122.26,122.66,1984200,40.19
2012-03-21,124.41,124.92,123.86,124.61,2241000,40.83
2012-03-20,124.32,124.54,123.51,123.96,1766400,40.61
2012-03-19,125.46,125.99,124.47,124.98,2037600,40.95
2012-03-16,125.85,126.00,124.60,125.46,4230600,41.10
2012-03-15,122.95,125.55,122.66,125.53,2931300,41.13
2012-03-14,123.79,124.90,122.19,123.27,2182500,40.39
2012-03-13,119.47,123.69,119.47,123.58,4474800,40.49
2012-03-12,120.61,120.87,119.02,119.67,1585500,39.21
2012-03-09,120.01,121.32,119.79,120.41,2266500,39.45
2012-03-08,118.98,120.00,118.78,119.93,3222600,39.29
2012-03-07,116.20,117.92,116.05,117.90,2994300,38.63
2012-03-06,115.90,116.09,115.15,115.60,2433600,37.87
2012-03-05,118.03,118.03,116.34,117.42,2024400,38.47
2012-03-02,118.76,119.27,118.00,118.09,1859400,38.69
2012-03-01,117.09,119.56,115.05,118.85,2222100,38.94
2012-02-29,118.46,119.69,117.47,117.89,1963200,38.62
2012-02-28,118.47,118.47,117.40,117.92,1713000,38.63
2012-02-27,117.62,118.72,116.66,118.33,1493100,38.77
2012-02-24,118.50,119.78,118.17,118.84,1821300,38.94
2012-02-23,116.49,118.34,116.14,118.26,1832400,38.75
2012-02-22,117.36,117.80,116.00,116.34,2148000,38.12
2012-02-21,117.52,118.97,117.03,117.33,1815900,38.44
2012-02-17,118.30,118.49,116.36,117.04,1937700,38.35
2012-02-16,115.92,117.56,115.39,117.41,2973600,38.47
2012-02-15,116.89,117.45,115.33,115.98,3696300,38.00
2012-02-14,116.75,116.78,115.39,115.99,2184900,38.00
2012-02-13,117.48,117.77,116.51,117.16,1149900,38.39
2012-02-10,115.86,116.37,115.51,116.10,1899300,38.04
2012-02-09,117.65,118.38,116.01,116.85,2477100,38.28
2012-02-08,116.44,117.59,116.36,116.70,2279700,38.23
2012-02-07,115.57,117.12,115.18,116.74,2446800,38.25
2012-02-06,115.67,116.27,115.03,116.22,2155500,38.08
2012-02-03,114.68,116.48,114.26,116.41,3240900,38.14
2012-02-02,111.88,113.64,111.37,113.23,4136400,37.10
2012-02-01,107.72,112.10,107.72,111.97,5855400,36.68
2012-01-31,108.21,108.22,104.83,106.10,3515100,34.76
2012-01-30,105.97,107.69,105.47,107.51,9687600,35.22
2012-01-27,106.24,106.95,105.51,106.46,4152900,34.88
2012-01-26,105.63,107.84,105.05,106.68,4596300,34.95
2012-01-25,103.19,105.40,102.87,105.09,2453700,34.43
2012-01-24,101.80,103.80,101.18,103.61,2587800,33.95
2012-01-23,102.66,103.63,102.09,102.60,2811600,33.61
2012-01-20,101.18,102.57,100.31,102.40,3318600,33.55
2012-01-19,100.22,101.94,99.62,101.32,2705700,33.20
2012-01-18,97.36,99.72,96.45,99.69,2853600,32.66
2012-01-17,96.92,98.20,96.72,96.86,2859900,31.73
2012-01-13,95.51,96.54,94.38,96.26,4472400,31.54
2012-01-12,97.39,97.50,95.69,96.57,4841400,31.64
2012-01-11,95.99,97.50,95.24,96.67,9193800,31.67
2012-01-10,100.05,102.14,100.00,101.80,3670200,33.35
2012-01-09,98.69,99.00,97.87,98.83,3016200,32.38
2012-01-06,98.68,98.94,97.27,98.26,2700600,32.19
2012-01-05,97.19,99.05,95.94,98.94,3177300,32.42
2012-01-04,98.24,98.40,96.99,97.83,2141400,32.05
2012-01-03,98.75,100.44,98.68,99.02,3159300,32.44
2011-12-30,96.24,96.71,95.76,96.06,2158500,31.47
2011-12-29,94.31,96.26,94.19,96.09,1872900,31.48
2011-12-28,95.67,95.82,93.85,93.97,1992000,30.79
2011-12-27,95.58,96.59,95.37,95.78,2149500,31.38
2011-12-23,95.54,95.96,94.70,95.92,2030100,31.43
2011-12-22,94.95,96.09,94.71,95.11,3147300,31.16
2011-12-21,95.45,95.51,93.91,94.24,4529100,30.88
2011-12-20,95.05,96.10,94.77,95.27,4422900,31.21
2011-12-19,94.34,94.38,92.09,92.77,6228300,30.39
2011-12-16,93.52,94.63,92.95,94.09,5156100,30.83
2011-12-15,93.44,95.01,92.08,92.81,4612800,30.41
2011-12-14,94.96,96.12,94.21,94.55,4518600,30.23
2011-12-13,97.40,98.29,94.51,95.93,4890000,30.68
2011-12-12,98.30,98.30,95.62,96.89,3320400,30.98
2011-12-09,97.01,100.47,96.58,99.93,3924600,31.95
2011-12-08,99.24,99.27,96.07,96.48,5393700,30.85
2011-12-07,99.88,101.62,98.54,100.72,2706300,32.21
2011-12-06,99.95,101.51,99.16,100.52,2844300,32.14
2011-12-05,100.88,101.35,99.68,100.83,3634200,32.24
2011-12-02,99.28,101.68,97.98,98.44,5466900,31.48
2011-12-01,100.16,100.23,98.12,99.19,2113200,31.72
2011-11-30,96.00,101.03,95.60,100.82,5017200,32.24
2011-11-29,94.24,94.66,93.44,93.88,3117300,30.02
2011-11-28,94.88,95.57,93.34,94.20,3395100,30.12
2011-11-25,91.54,92.99,91.22,91.63,1507500,29.30
2011-11-23,93.95,94.07,91.77,91.87,4004100,29.38
2011-11-22,95.19,97.18,94.46,95.43,4321200,30.52
2011-11-21,97.61,97.63,94.52,95.47,6172500,30.53
2011-11-18,100.31,100.49,98.73,99.36,3810000,31.77
2011-11-17,102.13,102.13,98.37,99.43,7930200,31.79
2011-11-16,103.45,104.71,102.38,102.60,3407400,32.81
2011-11-15,104.19,105.90,103.68,104.81,3108300,33.51
2011-11-14,106.96,107.26,104.25,104.92,2833500,33.55
2011-11-11,106.71,108.48,106.30,107.59,3495000,34.40
2011-11-10,104.19,105.74,103.27,104.77,2790300,33.50
2011-11-09,105.89,106.14,103.18,103.43,4053000,33.07
2011-11-08,107.77,109.92,106.77,109.06,2822400,34.87
2011-11-07,106.47,107.42,104.67,107.29,2082900,34.31
2011-11-04,105.96,107.35,103.81,106.93,3336000,34.19
2011-11-03,106.03,107.13,101.44,106.83,4253400,34.16
2011-11-02,103.18,104.26,101.34,103.64,2829600,33.14
2011-11-01,97.51,104.19,97.51,100.00,7081500,31.98
2011-10-31,107.61,108.66,106.44,106.63,5308800,34.10
2011-10-28,108.60,112.38,107.88,110.92,8249400,35.47
2011-10-27,106.18,110.68,105.29,108.24,12331800,34.61
2011-10-26,104.10,104.10,99.13,100.85,5992200,32.25
2011-10-25,104.36,104.36,100.82,101.04,5097300,32.31
2011-10-24,103.80,106.72,103.37,106.27,3961500,33.98
2011-10-21,101.37,103.59,100.75,103.53,3264900,33.11
2011-10-20,99.24,100.67,98.30,100.03,4622100,31.99
2011-10-19,101.69,102.29,99.70,100.29,4182000,32.07
2011-10-18,98.28,103.34,97.05,102.17,4524900,32.67
2011-10-17,100.37,100.77,97.91,98.22,4926600,31.41
2011-10-14,99.53,102.15,99.11,101.12,5420700,32.33
2011-10-13,96.75,98.41,94.50,97.90,4717500,31.31
2011-10-12,98.85,98.85,97.03,97.43,6905100,31.15
2011-10-11,98.41,98.41,94.83,96.85,5382900,30.97
2011-10-10,97.87,99.94,97.47,99.77,3134700,31.90
2011-10-07,99.84,99.84,94.89,94.93,5018100,30.36
2011-10-06,97.30,99.62,95.87,99.45,4135200,31.80
2011-10-05,94.97,98.22,92.43,97.85,5413500,31.29
2011-10-04,89.00,95.74,87.71,95.61,7800000,30.57
2011-10-03,92.67,94.95,90.29,90.38,7983900,28.90
2011-09-30,98.31,98.68,93.58,95.64,8038500,30.58
2011-09-29,100.24,101.18,98.12,100.51,4626000,32.14
2011-09-28,101.48,102.01,97.39,97.63,5866200,31.22
2011-09-27,104.78,105.28,101.00,101.74,5938200,32.45
2011-09-26,99.78,101.73,97.41,101.60,6240000,32.41
2011-09-23,96.17,100.14,96.13,98.76,8645700,31.50
2011-09-22,107.42,107.50,96.51,96.79,16693800,30.87
2011-09-21,115.08,115.99,110.64,110.67,3832500,35.30
2011-09-20,116.28,118.17,115.17,115.30,3981900,36.78
2011-09-19,117.00,117.00,114.02,115.66,4153200,36.89
2011-09-16,120.04,120.88,116.94,119.33,4236900,38.06
2011-09-15,117.24,120.25,116.03,120.07,4461300,38.30
2011-09-14,114.40,117.14,111.92,115.49,4916100,36.84
2011-09-13,112.00,114.38,109.21,113.77,4745100,36.29
2011-09-12,110.20,113.14,109.32,113.12,3250800,36.08
2011-09-09,113.17,113.61,111.00,111.69,4310700,35.63
2011-09-08,114.74,115.84,113.34,114.31,3472200,36.46
2011-09-07,113.70,115.83,112.52,115.74,4153800,36.92
2011-09-06,109.82,112.22,108.94,112.05,2993100,35.74
2011-09-02,116.40,117.62,113.06,113.71,3733800,36.27
2011-09-01,119.77,120.34,117.86,118.12,2929800,37.68
2011-08-31,119.85,121.35,118.71,119.92,2374500,38.25
2011-08-30,118.58,120.51,117.51,118.53,3953400,37.81
2011-08-29,117.50,119.46,117.38,119.27,2903400,38.04
2011-08-26,113.97,116.75,111.41,115.84,3540300,36.95
2011-08-25,117.88,120.00,114.10,115.16,4542000,36.73
2011-08-24,114.24,117.32,113.08,116.82,4593300,37.26
2011-08-23,112.72,115.05,110.62,115.05,6073500,36.70
2011-08-22,114.22,114.83,111.11,112.40,5085300,35.85
2011-08-19,109.24,113.46,108.37,110.63,7624800,35.29
2011-08-18,111.46,111.55,108.36,109.72,8477100,35.00
2011-08-17,114.75,115.95,114.39,115.75,3972900,36.92
2011-08-16,113.55,116.27,113.40,114.74,4022100,36.60
2011-08-15,116.80,117.00,114.45,115.92,4303200,36.98
2011-08-12,117.20,118.31,114.64,115.68,3220800,36.90
2011-08-11,110.76,117.20,109.01,115.66,4723200,36.89
2011-08-10,111.42,113.10,108.36,109.44,8070000,34.91
2011-08-09,109.53,115.40,106.58,115.32,7348800,36.78
2011-08-08,112.78,115.55,106.20,106.63,8448000,34.01
2011-08-05,119.81,120.38,113.06,117.66,6567000,37.53
2011-08-04,122.78,123.39,117.28,117.56,4089300,37.50
2011-08-03,122.65,125.21,121.00,124.90,3125700,39.84
2011-08-02,125.51,127.82,122.14,122.33,4771500,39.02
2011-08-01,128.47,129.16,125.12,126.44,4308900,40.33
2011-07-29,128.24,128.92,126.50,126.96,4052100,40.50
2011-07-28,127.26,131.70,127.24,129.42,3614700,41.28
2011-07-27,131.76,131.95,126.51,126.93,2956500,40.49
2011-07-26,133.15,133.69,131.63,132.81,1755600,42.36
2011-07-25,131.43,133.51,131.43,132.88,1369200,42.39
2011-07-22,134.52,135.21,133.21,133.51,1630200,42.59
2011-07-21,131.86,135.07,131.74,134.82,2888400,43.00
2011-07-20,131.37,131.96,130.05,130.68,1991700,41.68
2011-07-19,129.13,130.47,128.74,130.41,1936500,41.60
2011-07-18,129.50,130.04,126.88,128.28,1934400,40.92
2011-07-15,130.80,131.25,128.80,130.32,2330400,41.57
2011-07-14,131.74,132.44,129.61,130.28,2004600,41.56
2011-07-13,132.45,133.26,130.94,131.24,2572200,41.86
2011-07-12,131.50,133.52,131.17,131.36,2629800,41.90
2011-07-11,134.58,135.54,131.34,131.76,3347100,42.03
2011-07-08,135.08,137.09,134.64,137.08,3309900,43.73
2011-07-07,136.17,137.56,135.83,137.26,3354300,43.78
2011-07-06,133.71,135.00,132.62,134.71,2542500,42.97
2011-07-05,134.27,135.31,133.17,134.30,2809800,42.84
2011-07-01,130.67,134.48,130.65,134.26,3094200,42.83
2011-06-30,129.90,131.65,128.60,131.29,3215100,41.88
2011-06-29,127.54,130.08,127.49,129.28,3036000,41.24
2011-06-28,125.63,126.66,124.79,126.66,1680600,40.40
2011-06-27,123.27,125.52,122.87,125.19,2071500,39.85
2011-06-24,124.18,124.65,122.36,123.14,3469200,39.20
2011-06-23,123.19,124.31,122.00,124.12,2883300,39.51
2011-06-22,125.64,126.60,124.80,124.84,2120100,39.74
2011-06-21,125.21,127.31,124.99,126.33,2762400,40.22
2011-06-20,124.02,125.10,123.48,124.32,2403000,39.58
2011-06-17,124.94,125.81,123.71,124.38,2252100,39.60
2011-06-16,123.04,123.99,122.56,123.60,2790600,39.35
2011-06-15,124.94,125.17,122.04,122.83,3683100,39.10
2011-06-14,124.36,126.14,124.12,126.01,2955900,40.11
2011-06-13,122.70,123.36,121.43,122.70,2018100,39.06
2011-06-10,122.72,123.00,120.81,121.90,3043800,38.81
2011-06-09,122.56,124.65,122.30,123.47,2387400,39.31
2011-06-08,123.50,123.92,122.07,122.29,2579100,38.93
2011-06-07,122.78,123.94,122.29,122.47,2161200,38.99
2011-06-06,123.63,124.26,121.85,121.95,2874600,38.82
2011-06-03,123.38,125.20,122.49,124.10,2706900,39.51
2011-06-02,124.89,126.21,123.63,125.38,4029600,39.91
2011-06-01,129.23,129.25,124.99,125.07,3970800,39.82
2011-05-31,128.59,130.12,128.59,129.58,4389300,41.25
2011-05-27,125.81,126.82,125.23,126.76,2137800,40.35
2011-05-26,123.16,125.47,122.04,125.14,2452200,39.84
2011-05-25,122.53,124.19,121.97,123.78,1750800,39.40
2011-05-24,123.70,124.47,122.54,123.36,1609200,39.27
2011-05-23,124.26,124.55,122.25,123.41,2277900,39.29
2011-05-20,126.49,127.57,125.68,125.83,2030700,40.06
2011-05-19,127.40,127.57,126.00,127.05,2337900,40.45
2011-05-18,126.28,127.21,125.24,127.08,1508100,40.45
2011-05-17,125.96,126.68,124.47,126.09,2745600,40.14
2011-05-16,126.64,128.72,126.22,126.94,1890600,40.41
2011-05-13,128.14,128.44,126.71,127.27,2113200,40.52
2011-05-12,126.02,128.50,125.36,128.03,1926000,40.76
2011-05-11,127.72,128.48,125.44,126.21,2060100,40.18
2011-05-10,128.17,128.76,127.55,128.35,2450100,40.86
2011-05-09,126.00,127.59,125.60,127.14,2389800,40.47
2011-05-06,127.42,128.29,125.67,126.27,2788200,40.20
2011-05-05,127.04,127.04,124.71,124.96,2652900,39.78
2011-05-04,128.78,128.86,126.73,127.90,2325900,40.72
2011-05-03,128.73,128.81,127.10,128.65,2029200,40.95
2011-05-02,129.75,130.77,128.91,129.06,2103900,41.09
2011-04-29,128.00,129.54,127.72,129.12,2985000,41.10
2011-04-28,125.79,127.60,124.65,127.33,2538300,40.53
2011-04-27,126.72,126.82,124.30,125.87,2136000,40.07
2011-04-26,125.28,126.56,124.91,126.35,1618500,40.22
2011-04-25,125.46,125.72,124.28,124.65,1508400,39.68
2011-04-21,124.54,126.16,124.42,125.93,1927200,40.09
2011-04-20,123.15,124.30,122.83,124.13,1944300,39.52
2011-04-19,121.67,121.81,120.69,121.38,1847100,38.64
2011-04-18,121.75,122.22,120.50,121.40,3008400,38.65
2011-04-15,122.92,123.64,121.92,123.08,1981500,39.18
2011-04-14,122.88,123.06,121.93,122.56,2389500,39.02
2011-04-13,125.01,125.10,122.92,123.82,1834500,39.42
2011-04-12,123.58,125.19,123.17,124.08,3180000,39.50
2011-04-11,124.53,125.80,123.40,124.00,1577700,39.47
2011-04-08,124.95,125.59,123.85,124.60,2762100,39.67
2011-04-07,124.88,125.42,123.68,124.15,2165700,39.52
2011-04-06,125.91,126.27,124.43,125.07,1912500,39.82
2011-04-05,126.66,126.90,125.22,125.30,3678300,39.89
2011-04-04,126.99,127.98,126.09,127.40,1883400,40.56
2011-04-01,125.93,127.20,125.41,127.20,2739300,40.49
2011-03-31,122.44,125.13,122.33,125.08,3955500,39.82
2011-03-30,121.30,123.38,121.01,122.80,2595300,39.09
2011-03-29,119.57,120.25,118.58,120.12,1865400,38.24
2011-03-28,120.17,120.85,119.84,120.15,2657400,38.17
2011-03-25,121.49,121.90,120.38,121.18,1592100,38.50
2011-03-24,119.59,121.53,119.32,121.47,3114600,38.59
2011-03-23,117.08,118.60,116.10,118.46,2235300,37.63
2011-03-22,118.50,118.92,117.45,117.54,2775600,37.34
2011-03-21,118.64,119.15,117.20,118.64,2097000,37.69
2011-03-18,117.22,118.06,116.31,116.52,2855700,37.02
2011-03-17,116.22,116.75,114.60,115.57,3886200,36.71
2011-03-16,116.47,117.50,113.34,114.12,3270900,36.25
2011-03-15,116.31,117.54,114.77,116.81,4401600,37.11
2011-03-14,120.00,120.71,118.29,118.53,3347100,37.65
2011-03-11,119.82,121.33,118.81,121.01,2605200,38.44
2011-03-10,122.31,122.48,119.25,119.34,4978200,37.91
2011-03-09,125.06,125.18,121.64,123.98,5628600,39.39
2011-03-08,124.90,127.24,124.55,127.12,3658800,40.38
2011-03-07,126.12,127.73,123.99,124.35,2079300,39.50
2011-03-04,126.56,127.21,123.89,125.55,2314200,39.88
2011-03-03,124.86,127.31,124.57,126.89,2594100,40.31
2011-03-02,123.10,124.50,122.07,123.69,2023800,39.29
2011-03-01,125.73,126.01,123.18,123.26,3192900,39.16
2011-02-28,125.70,126.00,124.67,125.62,2091900,39.91
2011-02-25,124.73,125.39,124.19,124.94,1752900,39.69
2011-02-24,123.92,124.85,121.98,123.76,3194700,39.32
2011-02-23,125.14,126.49,122.14,123.55,3474300,39.25
2011-02-22,128.66,128.66,124.69,124.97,3213900,39.70
2011-02-18,129.67,130.48,128.86,130.40,2788800,41.43
2011-02-17,128.94,129.83,128.85,129.69,2055900,41.20
2011-02-16,130.29,130.97,128.94,130.17,2454900,41.35
2011-02-15,128.82,130.34,128.47,129.97,3365400,41.29
2011-02-14,128.29,129.13,127.68,129.04,2708400,40.99
2011-02-11,126.19,129.05,125.97,128.55,3134100,40.84
2011-02-10,125.03,127.09,124.74,126.93,2061300,40.32
2011-02-09,125.83,126.14,124.82,126.07,3472200,40.05
2011-02-08,124.70,126.62,124.31,126.61,3386700,40.22
2011-02-07,122.69,124.91,122.37,124.67,2039700,39.61
2011-02-04,121.70,123.07,120.78,122.44,1628100,38.90
2011-02-03,121.60,122.03,119.88,121.70,2679600,38.66
2011-02-02,123.11,123.26,121.73,121.89,1803000,38.72
2011-02-01,121.96,124.44,121.16,123.59,3711600,39.26
2011-01-31,121.62,122.09,120.48,120.65,2786100,38.33
2011-01-28,123.50,124.15,120.12,120.84,3571500,38.39
2011-01-27,121.82,124.00,120.98,122.73,4372200,38.99
2011-01-26,120.03,120.67,119.11,120.34,3649500,38.23
2011-01-25,118.98,120.00,118.28,119.94,2643300,38.10
2011-01-24,118.47,119.74,118.46,119.65,2994300,38.01
2011-01-21,118.64,119.34,118.05,118.43,3205500,37.62
2011-01-20,118.00,118.83,116.95,118.27,2767500,37.57
2011-01-19,119.40,119.76,117.85,118.02,2839500,37.49
2011-01-18,121.54,121.54,119.83,120.29,2608200,38.21
2011-01-14,118.99,121.36,118.57,121.21,3775800,38.51
2011-01-13,118.00,119.26,117.56,119.26,3375300,37.89
2011-01-12,116.91,118.09,116.66,118.01,3145800,37.49
2011-01-11,114.61,117.28,114.51,115.86,5344800,36.81
2011-01-10,111.27,113.45,110.65,112.93,4242600,35.88
2011-01-07,109.63,112.23,109.34,111.69,4686900,35.48
2011-01-06,110.39,110.99,109.59,109.74,6545100,34.86
2011-01-05,110.16,111.04,108.33,110.31,8698500,35.04
2011-01-04,114.05,114.24,112.05,112.15,5490000,35.63
2011-01-03,111.97,113.93,111.88,113.17,3542400,35.95
2010-12-31,110.13,111.67,110.06,111.21,2147700,35.33
2010-12-30,109.88,110.68,109.49,110.50,1508700,35.10
2010-12-29,110.25,110.78,109.86,110.11,1691100,34.98
2010-12-28,110.52,110.62,110.03,110.37,1644600,34.98
2010-12-27,107.92,111.00,107.78,110.32,3311400,34.97
2010-12-23,109.70,109.84,107.80,108.56,4457100,34.41
2010-12-22,110.87,111.48,109.25,109.97,6298200,34.86
2010-12-21,111.88,112.31,111.64,111.90,4430700,35.47
2010-12-20,112.63,113.15,110.66,111.70,6734400,35.40
2010-12-17,115.22,115.72,113.16,114.60,6952200,36.32
2010-12-16,116.96,116.98,115.31,116.31,1873800,36.87
2010-12-15,116.06,118.13,115.88,116.77,2934000,37.01
2010-12-14,117.17,117.80,116.13,116.44,2006100,36.91
2010-12-13,118.54,118.54,117.03,117.41,1925700,37.21
2010-12-10,117.95,118.66,116.69,118.06,4567800,37.42
2010-12-09,119.83,119.98,116.00,117.44,6362400,37.22
2010-12-08,119.17,119.40,117.83,118.92,2643300,37.69
2010-12-07,120.19,120.73,118.66,118.86,3517200,37.67
2010-12-06,119.34,119.61,118.60,119.12,3683100,37.76
2010-12-03,119.39,120.25,117.45,120.02,2466000,38.04
2010-12-02,117.82,120.13,117.69,119.97,2487900,38.03
2010-12-01,116.36,117.75,115.65,117.63,2537400,37.28
2010-11-30,113.26,114.87,112.95,114.09,2921700,36.16
2010-11-29,113.15,114.90,112.54,114.51,2010300,36.30
2010-11-26,114.40,114.95,113.93,114.03,946200,36.14
2010-11-24,113.56,116.55,113.56,116.03,3294300,36.78
2010-11-23,114.15,114.47,112.67,112.74,3038400,35.73
2010-11-22,115.59,116.24,114.91,115.85,2138700,36.72
2010-11-19,116.66,117.50,115.09,116.22,2265000,36.84
2010-11-18,117.24,118.12,116.80,116.95,2266200,37.07
2010-11-17,115.04,116.15,114.11,115.55,3501900,36.62
2010-11-16,117.21,117.21,113.82,114.30,4530300,36.23
2010-11-15,118.78,119.91,118.15,118.53,1575000,37.57
2010-11-12,118.99,120.27,117.45,118.33,2440500,37.51
2010-11-11,118.82,120.90,118.82,120.42,2045700,38.17
2010-11-10,121.09,121.52,119.23,120.14,4756800,38.08
2010-11-09,122.51,123.29,120.93,121.50,3283200,38.51
2010-11-08,124.13,124.14,121.36,121.92,2514900,38.64
2010-11-05,121.94,125.00,121.89,124.59,2865300,39.49
2010-11-04,120.47,122.61,119.65,122.16,3065700,38.72
2010-11-03,118.61,119.69,117.86,119.57,2418900,37.90
2010-11-02,118.47,119.26,118.02,118.62,2687400,37.60
2010-11-01,115.17,117.33,114.85,117.12,2955000,37.12
2010-10-29,114.04,115.19,113.73,114.70,2155200,36.36
2010-10-28,114.62,115.49,110.15,114.81,6691200,36.39
2010-10-27,114.59,116.28,114.59,116.01,2573400,36.77
2010-10-26,115.30,116.40,114.91,115.98,2417400,36.76
2010-10-25,116.98,117.47,115.70,115.78,2042700,36.70
2010-10-22,115.72,117.48,115.68,115.87,2352300,36.73
2010-10-21,116.01,118.00,112.15,115.67,3443400,36.66
2010-10-20,114.09,117.03,113.80,116.12,3713400,36.81
2010-10-19,115.22,116.56,113.06,113.61,4012200,36.01
2010-10-18,115.83,117.29,115.10,116.56,3255600,36.94
2010-10-15,117.07,117.65,115.45,116.41,2517900,36.90
2010-10-14,116.44,118.34,115.21,116.19,3376800,36.83
2010-10-13,115.10,118.84,115.10,116.98,4214400,37.08
2010-10-12,113.72,116.34,113.01,115.50,5639100,36.61
2010-10-11,113.29,113.99,112.73,113.39,1784400,35.94
2010-10-08,113.29,113.74,111.93,113.38,1830300,35.94
2010-10-07,113.29,114.00,112.19,112.74,3581700,35.73
2010-10-06,112.14,112.60,111.03,112.54,2723100,35.67
2010-10-05,108.23,112.22,106.85,112.03,4556100,35.51
2010-10-04,107.77,108.71,106.04,106.82,2564100,33.86
2010-10-01,108.21,109.00,106.54,107.91,4000800,34.20
2010-09-30,107.68,109.19,106.31,106.90,2724600,33.88
2010-09-29,107.29,107.84,106.27,106.79,2244000,33.85
2010-09-28,107.22,108.40,105.27,107.99,3042900,34.23
2010-09-27,107.80,108.34,106.88,107.42,3075600,33.98
2010-09-24,104.60,107.78,104.38,106.97,3132000,33.84
2010-09-23,104.08,104.85,102.98,103.06,2649600,32.60
2010-09-22,105.96,107.25,104.45,104.98,2807700,33.21
2010-09-21,108.29,108.29,106.06,106.39,3442800,33.65
2010-09-20,106.35,108.41,106.10,108.24,3249300,34.24
2010-09-17,107.37,107.37,104.71,105.76,3868800,33.45
2010-09-16,106.53,106.82,105.73,106.49,1920000,33.68
2010-09-15,105.44,107.10,104.92,107.00,2046600,33.85
2010-09-14,105.69,107.43,105.25,106.07,2669100,33.55
2010-09-13,105.24,106.75,105.14,106.20,3069900,33.59
2010-09-10,105.12,105.19,103.28,104.01,3761400,32.90
2010-09-09,104.21,105.81,103.29,104.99,4493700,33.21
2010-09-08,101.65,103.30,101.23,102.73,2683800,32.49
2010-09-07,101.53,102.29,100.47,101.10,2838600,31.98
2010-09-03,102.05,102.66,101.70,102.64,4498800,32.47
2010-09-02,100.39,101.51,100.22,101.06,2669100,31.97
2010-09-01,98.10,101.06,97.18,100.36,4650300,31.75
2010-08-31,95.90,97.13,94.99,96.51,2976600,30.53
2010-08-30,97.77,98.07,96.33,96.35,2492100,30.48
2010-08-27,96.38,98.33,95.10,98.32,2984100,31.10
2010-08-26,97.38,98.14,95.56,96.01,2944500,30.37
2010-08-25,95.14,97.10,93.95,96.66,3244200,30.57
2010-08-24,97.30,97.47,95.55,95.71,3237900,30.27
2010-08-23,99.61,99.68,98.45,98.47,2288700,31.15
2010-08-20,97.46,99.28,96.93,98.92,2906100,31.29
2010-08-19,100.31,101.19,98.08,98.42,3152700,31.13
2010-08-18,101.17,101.86,100.48,101.35,1636800,32.06
2010-08-17,100.21,102.30,99.74,101.50,2771100,32.11
2010-08-16,98.88,100.26,98.61,99.07,2661900,31.34
2010-08-13,99.13,100.91,99.13,99.53,3210600,31.48
2010-08-12,100.19,100.81,99.02,100.13,3461100,31.67
2010-08-11,103.81,104.47,100.63,100.70,4232100,31.85
2010-08-10,103.31,106.15,102.66,105.44,4401900,33.35
2010-08-09,101.96,104.24,101.96,104.24,3745800,32.97
2010-08-06,102.02,103.27,100.74,102.70,3145200,32.49
2010-08-05,102.07,102.91,102.01,102.80,2454900,32.52
2010-08-04,102.67,103.60,101.65,103.13,2982300,32.62
2010-08-03,103.67,103.67,102.30,102.54,4279500,32.43
2010-08-02,102.33,104.82,101.27,103.59,4826400,32.77
2010-07-30,98.78,102.20,96.65,100.58,5208000,31.81
2010-07-29,97.22,100.99,97.22,99.82,5889000,31.57
2010-07-28,98.10,99.04,96.22,96.24,3479700,30.44
2010-07-27,98.66,99.42,98.04,98.45,3804900,31.14
2010-07-26,95.61,98.41,95.16,98.37,4226400,31.12
2010-07-23,94.32,95.87,93.60,95.52,3292800,30.21
2010-07-22,91.99,95.14,91.88,94.98,5532900,30.04
2010-07-21,93.44,93.44,90.60,90.74,4667100,28.70
2010-07-20,89.42,92.34,88.85,92.19,4161600,29.16
2010-07-19,90.49,91.48,89.38,91.08,2450700,28.81
2010-07-16,92.38,92.90,89.88,90.14,3883200,28.51
2010-07-15,93.73,94.03,91.45,93.75,3436200,29.65
2010-07-14,94.05,94.24,92.47,93.65,2935500,29.62
2010-07-13,92.67,95.30,92.67,94.60,4895400,29.92
2010-07-12,91.95,92.50,90.70,91.65,2522100,28.99
2010-07-09,90.13,92.28,90.13,92.24,3443700,29.18
2010-07-08,90.17,91.05,89.21,90.71,4620000,28.69
2010-07-07,86.00,89.45,86.00,89.27,5176800,28.24
2010-07-06,85.99,87.63,84.86,85.87,3585600,27.16
2010-07-02,85.96,86.15,84.00,84.97,3607200,26.88
